transactions,item,date,time,month,day,period_day,weekday_weekend
9219,Muffin,20/01/2019,18:58:00,January,Sunday,evening,weekend
9219,Coffee,20/01/2019,19:58:00,January,Sunday,evening,weekend
9219,Sandwich,20/01/2019,20:58:00,January,Sunday,evening,weekend
9220,Honey,20/01/2019,21:58:00,January,Sunday,night,weekend
9220,Scandinavian,20/01/2019,22:58:00,January,Sunday,night,weekend
9221,Coffee,20/01/2019,23:58:00,January,Sunday,night,weekend
9222,Alfajores,21/01/2019,0:58:00,January,Monday,night,weekend
9222,Brownie,21/01/2019,1:58:00,January,Monday,night,weekend
9222,Cake,21/01/2019,2:58:00,January,Monday,night,weekend
9223,Bread,21/01/2019,3:58:00,January,Monday,night,weekend
9224,Coffee,21/01/2019,4:58:00,January,Monday,night,weekend
9225,Mineral water,21/01/2019,5:58:00,January,Monday,morning,weekend
9226,Truffles,21/01/2019,6:58:00,January,Monday,morning,weekend
9226,Spanish Brunch,21/01/2019,7:58:00,January,Monday,morning,weekend
9227,Soup,21/01/2019,8:58:00,January,Monday,morning,weekend
9227,Bread,21/01/2019,9:58:00,January,Monday,morning,weekend
9227,Coffee,21/01/2019,10:58:00,January,Monday,morning,weekend
9228,Sandwich,21/01/2019,11:58:00,January,Monday,morning,weekend
9229,Bread,21/01/2019,12:58:00,January,Monday,afternoon,weekend
9230,Coffee,21/01/2019,13:58:00,January,Monday,afternoon,weekend
9230,Coffee,21/01/2019,14:58:00,January,Monday,afternoon,weekend
9230,Chicken Stew,21/01/2019,15:58:00,January,Monday,afternoon,weekend
9230,Extra Salami or Feta,21/01/2019,16:58:00,January,Monday,afternoon,weekend
9231,Tea,21/01/2019,17:58:00,January,Monday,evening,weekend
9231,Bread,21/01/2019,18:58:00,January,Monday,evening,weekend
9231,Coffee,21/01/2019,19:58:00,January,Monday,evening,weekend
9231,Scone,21/01/2019,20:58:00,January,Monday,evening,weekend
9231,Medialuna,21/01/2019,21:58:00,January,Monday,night,weekend
9231,Bread,21/01/2019,22:58:00,January,Monday,night,weekend
9232,Tea,21/01/2019,23:58:00,January,Monday,night,weekend
9232,Granola,22/01/2019,0:58:00,January,Tuesday,night,weekend
9233,Bread,22/01/2019,1:58:00,January,Tuesday,night,weekend
9234,Hot chocolate,22/01/2019,2:58:00,January,Tuesday,night,weekend
9234,Bread,22/01/2019,3:58:00,January,Tuesday,night,weekend
9234,Tiffin,22/01/2019,4:58:00,January,Tuesday,night,weekend
9235,Bread,22/01/2019,5:58:00,January,Tuesday,morning,weekend
9236,Coffee,22/01/2019,6:58:00,January,Tuesday,morning,weekend
9237,Coffee,22/01/2019,7:58:00,January,Tuesday,morning,weekend
9238,Coffee,22/01/2019,8:58:00,January,Tuesday,morning,weekend
9239,Coffee,22/01/2019,9:58:00,January,Tuesday,morning,weekend
9239,Coffee,22/01/2019,10:58:00,January,Tuesday,morning,weekend
9239,Cake,22/01/2019,11:58:00,January,Tuesday,morning,weekend
9239,Cookies,22/01/2019,12:58:00,January,Tuesday,afternoon,weekend
9240,Hot chocolate,22/01/2019,13:58:00,January,Tuesday,afternoon,weekend
9240,Coffee,22/01/2019,14:58:00,January,Tuesday,afternoon,weekend
9240,Cake,22/01/2019,15:58:00,January,Tuesday,afternoon,weekend
9241,Coffee,22/01/2019,16:58:00,January,Tuesday,afternoon,weekend
9241,Pastry,22/01/2019,17:58:00,January,Tuesday,evening,weekend
9242,Muffin,22/01/2019,18:58:00,January,Tuesday,evening,weekend
9242,Coffee,22/01/2019,19:58:00,January,Tuesday,evening,weekend
9242,Coffee,22/01/2019,20:58:00,January,Tuesday,evening,weekend
9243,Bread,22/01/2019,21:58:00,January,Tuesday,night,weekend
9243,Coffee,22/01/2019,22:58:00,January,Tuesday,night,weekend
9243,Coffee,22/01/2019,23:58:00,January,Tuesday,night,weekend
9244,Coffee,23/01/2019,0:58:00,January,Wednesday,night,weekend
9244,Coffee,23/01/2019,1:58:00,January,Wednesday,night,weekend
9244,Coffee,23/01/2019,2:58:00,January,Wednesday,night,weekend
9245,Coffee,23/01/2019,3:58:00,January,Wednesday,night,weekend
9245,Coffee,23/01/2019,4:58:00,January,Wednesday,night,weekend
9245,Medialuna,23/01/2019,5:58:00,January,Wednesday,morning,weekend
9246,Bread,23/01/2019,6:58:00,January,Wednesday,morning,weekend
9247,Tea,23/01/2019,7:58:00,January,Wednesday,morning,weekend
9247,Coffee,23/01/2019,8:58:00,January,Wednesday,morning,weekend
9247,Cookies,23/01/2019,9:58:00,January,Wednesday,morning,weekend
9248,Coffee,23/01/2019,10:58:00,January,Wednesday,morning,weekend
9248,Bread,23/01/2019,11:58:00,January,Wednesday,morning,weekend
9249,Bread,23/01/2019,12:58:00,January,Wednesday,afternoon,weekend
9250,Coffee,23/01/2019,13:58:00,January,Wednesday,afternoon,weekend
9251,Cake,23/01/2019,14:58:00,January,Wednesday,afternoon,weekend
9251,Brownie,23/01/2019,15:58:00,January,Wednesday,afternoon,weekend
9252,Bread,23/01/2019,16:58:00,January,Wednesday,afternoon,weekend
9252,Farm House,23/01/2019,17:58:00,January,Wednesday,evening,weekend
9253,Pastry,23/01/2019,18:58:00,January,Wednesday,evening,weekend
9253,Cake,23/01/2019,19:58:00,January,Wednesday,evening,weekend
9254,Coffee,23/01/2019,20:58:00,January,Wednesday,evening,weekend
9254,Sandwich,23/01/2019,21:58:00,January,Wednesday,night,weekend
9254,Bread,23/01/2019,22:58:00,January,Wednesday,night,weekend
9254,Scandinavian,23/01/2019,23:58:00,January,Wednesday,night,weekend
9254,Fudge,24/01/2019,0:58:00,January,Thursday,night,weekend
9255,Bread,24/01/2019,1:58:00,January,Thursday,night,weekend
9256,Coffee,24/01/2019,2:58:00,January,Thursday,night,weekend
9256,Jammie Dodgers,24/01/2019,3:58:00,January,Thursday,night,weekend
9256,Tiffin,24/01/2019,4:58:00,January,Thursday,night,weekend
9256,Juice,24/01/2019,5:58:00,January,Thursday,morning,weekend
9257,Bread,24/01/2019,6:58:00,January,Thursday,morning,weekend
9258,Coffee,24/01/2019,7:58:00,January,Thursday,morning,weekend
9258,Sandwich,24/01/2019,8:58:00,January,Thursday,morning,weekend
9259,Spanish Brunch,24/01/2019,9:58:00,January,Thursday,morning,weekend
9260,Truffles,24/01/2019,10:58:00,January,Thursday,morning,weekend
9260,Crisps,24/01/2019,11:58:00,January,Thursday,morning,weekend
9260,Sandwich,24/01/2019,12:58:00,January,Thursday,afternoon,weekend
9261,Bread,24/01/2019,13:58:00,January,Thursday,afternoon,weekend
9261,Muffin,24/01/2019,14:58:00,January,Thursday,afternoon,weekend
9261,Coke,24/01/2019,15:58:00,January,Thursday,afternoon,weekend
9261,Sandwich,24/01/2019,16:58:00,January,Thursday,afternoon,weekend
9261,Tea,24/01/2019,17:58:00,January,Thursday,evening,weekend
9261,Farm House,24/01/2019,18:58:00,January,Thursday,evening,weekend
9262,Coffee,24/01/2019,19:58:00,January,Thursday,evening,weekend
9262,Pastry,24/01/2019,20:58:00,January,Thursday,evening,weekend
9262,Bread,24/01/2019,21:58:00,January,Thursday,night,weekend
9263,Scone,24/01/2019,22:58:00,January,Thursday,night,weekend
9263,Pastry,24/01/2019,23:58:00,January,Thursday,night,weekend
9263,Cake,25/01/2019,0:58:00,January,Friday,night,weekend
9263,Alfajores,25/01/2019,1:58:00,January,Friday,night,weekend
9264,Coffee,25/01/2019,2:58:00,January,Friday,night,weekend
9264,Cake,25/01/2019,3:58:00,January,Friday,night,weekend
9265,Argentina Night,25/01/2019,4:58:00,January,Friday,night,weekend
9266,Soup,25/01/2019,5:58:00,January,Friday,morning,weekend
9267,Cake,25/01/2019,6:58:00,January,Friday,morning,weekend
9267,Cake,25/01/2019,7:58:00,January,Friday,morning,weekend
9267,Smoothies,25/01/2019,8:58:00,January,Friday,morning,weekend
9268,Cake,25/01/2019,9:58:00,January,Friday,morning,weekend
9269,Pastry,25/01/2019,10:58:00,January,Friday,morning,weekend
9269,Bread,25/01/2019,11:58:00,January,Friday,morning,weekend
9269,Truffles,25/01/2019,12:58:00,January,Friday,afternoon,weekend
9270,Coffee,25/01/2019,13:58:00,January,Friday,afternoon,weekend
9270,Tea,25/01/2019,14:58:00,January,Friday,afternoon,weekend
9270,Scone,25/01/2019,15:58:00,January,Friday,afternoon,weekend
9270,Bread,25/01/2019,16:58:00,January,Friday,afternoon,weekend
9271,Cake,25/01/2019,17:58:00,January,Friday,evening,weekend
9271,Bread,25/01/2019,18:58:00,January,Friday,evening,weekend
9271,Sandwich,25/01/2019,19:58:00,January,Friday,evening,weekend
9271,Sandwich,25/01/2019,20:58:00,January,Friday,evening,weekend
9272,Sandwich,25/01/2019,21:58:00,January,Friday,night,weekend
9272,Coffee,25/01/2019,22:58:00,January,Friday,night,weekend
9273,Coffee,25/01/2019,23:58:00,January,Friday,night,weekend
9273,Coffee,26/01/2019,0:58:00,January,Saturday,night,weekend
9273,Cake,26/01/2019,1:58:00,January,Saturday,night,weekend
9274,Coffee,26/01/2019,2:58:00,January,Saturday,night,weekend
9274,Juice,26/01/2019,3:58:00,January,Saturday,night,weekend
9274,Spanish Brunch,26/01/2019,4:58:00,January,Saturday,night,weekend
9277,Coffee,26/01/2019,5:58:00,January,Saturday,morning,weekend
9277,Coffee,26/01/2019,6:58:00,January,Saturday,morning,weekend
9277,Coffee,26/01/2019,7:58:00,January,Saturday,morning,weekend
9277,Cake,26/01/2019,8:58:00,January,Saturday,morning,weekend
9277,Sandwich,26/01/2019,9:58:00,January,Saturday,morning,weekend
9278,Cookies,26/01/2019,10:58:00,January,Saturday,morning,weekend
9279,Cake,26/01/2019,11:58:00,January,Saturday,morning,weekend
9279,Tea,26/01/2019,12:58:00,January,Saturday,afternoon,weekend
9280,Cake,26/01/2019,13:58:00,January,Saturday,afternoon,weekend
9280,Cookies,26/01/2019,14:58:00,January,Saturday,afternoon,weekend
9280,Bread,26/01/2019,15:58:00,January,Saturday,afternoon,weekend
9280,Juice,26/01/2019,16:58:00,January,Saturday,afternoon,weekend
9281,Farm House,26/01/2019,17:58:00,January,Saturday,evening,weekday
9282,Coffee,26/01/2019,18:58:00,January,Saturday,evening,weekday
9283,Coffee,26/01/2019,19:58:00,January,Saturday,evening,weekday
9283,Bread,26/01/2019,20:58:00,January,Saturday,evening,weekday
9284,Coffee,26/01/2019,21:58:00,January,Saturday,night,weekday
9285,Tea,26/01/2019,22:58:00,January,Saturday,night,weekday
9286,Coffee,26/01/2019,23:58:00,January,Saturday,night,weekday
9286,Coffee,27/01/2019,0:58:00,January,Sunday,night,weekday
9287,Coffee,27/01/2019,1:58:00,January,Sunday,night,weekday
9287,Coffee,27/01/2019,2:58:00,January,Sunday,night,weekday
9287,Pastry,27/01/2019,3:58:00,January,Sunday,night,weekday
9287,Sandwich,27/01/2019,4:58:00,January,Sunday,night,weekday
9288,Bread,27/01/2019,5:58:00,January,Sunday,morning,weekday
9288,Scone,27/01/2019,6:58:00,January,Sunday,morning,weekday
9289,Coffee,27/01/2019,7:58:00,January,Sunday,morning,weekday
9289,Coffee,27/01/2019,8:58:00,January,Sunday,morning,weekday
9289,Toast,27/01/2019,9:58:00,January,Sunday,morning,weekday
9289,Granola,27/01/2019,10:58:00,January,Sunday,morning,weekday
9290,Coffee,27/01/2019,11:58:00,January,Sunday,morning,weekday
9290,Coffee,27/01/2019,12:58:00,January,Sunday,afternoon,weekday
9290,Pastry,27/01/2019,13:58:00,January,Sunday,afternoon,weekday
9290,Cake,27/01/2019,14:58:00,January,Sunday,afternoon,weekday
9291,Tea,27/01/2019,15:58:00,January,Sunday,afternoon,weekday
9292,Farm House,27/01/2019,16:58:00,January,Sunday,afternoon,weekday
9293,Coffee,27/01/2019,17:58:00,January,Sunday,evening,weekday
9294,Coffee,27/01/2019,18:58:00,January,Sunday,evening,weekday
9294,Pastry,27/01/2019,19:58:00,January,Sunday,evening,weekday
9295,Coffee,27/01/2019,20:58:00,January,Sunday,evening,weekday
9295,Truffles,27/01/2019,21:58:00,January,Sunday,night,weekday
9295,Pastry,27/01/2019,22:58:00,January,Sunday,night,weekday
9295,Bread,27/01/2019,23:58:00,January,Sunday,night,weekday
9296,Bread,28/01/2019,0:58:00,January,Monday,night,weekday
9297,Coffee,28/01/2019,1:58:00,January,Monday,night,weekday
9297,Coffee,28/01/2019,2:58:00,January,Monday,night,weekday
9297,Coffee granules ,28/01/2019,3:58:00,January,Monday,night,weekday
9298,The Nomad,28/01/2019,4:58:00,January,Monday,night,weekday
9299,Bread,28/01/2019,5:58:00,January,Monday,morning,weekday
9300,Bread,28/01/2019,6:58:00,January,Monday,morning,weekday
9300,Cookies,28/01/2019,7:58:00,January,Monday,morning,weekday
9301,Bread,28/01/2019,8:58:00,January,Monday,morning,weekday
9302,Truffles,28/01/2019,9:58:00,January,Monday,morning,weekday
9303,Coffee,28/01/2019,10:58:00,January,Monday,morning,weekday
9303,Sandwich,28/01/2019,11:58:00,January,Monday,morning,weekday
9303,Cake,28/01/2019,12:58:00,January,Monday,afternoon,weekday
9304,Coffee,28/01/2019,13:58:00,January,Monday,afternoon,weekday
9304,Toast,28/01/2019,14:58:00,January,Monday,afternoon,weekday
9305,Tea,28/01/2019,15:58:00,January,Monday,afternoon,weekday
9305,Coffee,28/01/2019,16:58:00,January,Monday,afternoon,weekday
9305,Toast,28/01/2019,17:58:00,January,Monday,evening,weekday
9305,Scandinavian,28/01/2019,18:58:00,January,Monday,evening,weekday
9305,Farm House,28/01/2019,19:58:00,January,Monday,evening,weekday
9306,Bread,28/01/2019,20:58:00,January,Monday,evening,weekday
9307,Coffee,28/01/2019,21:58:00,January,Monday,night,weekday
9308,Coffee,28/01/2019,22:58:00,January,Monday,night,weekday
9310,Scone,28/01/2019,23:58:00,January,Monday,night,weekday
9310,Bread,29/01/2019,0:58:00,January,Tuesday,night,weekday
9310,Spanish Brunch,29/01/2019,1:58:00,January,Tuesday,night,weekday
9311,Coffee,29/01/2019,2:58:00,January,Tuesday,night,weekday
9311,Coffee,29/01/2019,3:58:00,January,Tuesday,night,weekday
9311,Cookies,29/01/2019,4:58:00,January,Tuesday,night,weekday
9312,Mineral water,29/01/2019,5:58:00,January,Tuesday,morning,weekday
9312,Truffles,29/01/2019,6:58:00,January,Tuesday,morning,weekday
9312,Coke,29/01/2019,7:58:00,January,Tuesday,morning,weekday
9312,Scone,29/01/2019,8:58:00,January,Tuesday,morning,weekday
9313,Sandwich,29/01/2019,9:58:00,January,Tuesday,morning,weekday
9313,Soup,29/01/2019,10:58:00,January,Tuesday,morning,weekday
9314,Coffee,29/01/2019,11:58:00,January,Tuesday,morning,weekday
9315,Coffee,29/01/2019,12:58:00,January,Tuesday,afternoon,weekday
9315,Coffee,29/01/2019,13:58:00,January,Tuesday,afternoon,weekday
9315,Medialuna,29/01/2019,14:58:00,January,Tuesday,afternoon,weekday
9315,Cake,29/01/2019,15:58:00,January,Tuesday,afternoon,weekday
9316,Tea,29/01/2019,16:58:00,January,Tuesday,afternoon,weekday
9316,Sandwich,29/01/2019,17:58:00,January,Tuesday,evening,weekday
9317,Bread,29/01/2019,18:58:00,January,Tuesday,evening,weekday
9318,Coffee,29/01/2019,19:58:00,January,Tuesday,evening,weekday
9318,Coffee,29/01/2019,20:58:00,January,Tuesday,evening,weekday
9318,Sandwich,29/01/2019,21:58:00,January,Tuesday,night,weekday
9319,Coffee,29/01/2019,22:58:00,January,Tuesday,night,weekday
9319,Bread,29/01/2019,23:58:00,January,Tuesday,night,weekday
9319,Scone,30/01/2019,0:58:00,January,Wednesday,night,weekday
9320,Coffee,30/01/2019,1:58:00,January,Wednesday,night,weekday
9321,Coffee,30/01/2019,2:58:00,January,Wednesday,night,weekday
9321,Jammie Dodgers,30/01/2019,3:58:00,January,Wednesday,night,weekday
9321,Juice,30/01/2019,4:58:00,January,Wednesday,night,weekday
9322,Cookies,30/01/2019,5:58:00,January,Wednesday,morning,weekday
9323,Soup,30/01/2019,6:58:00,January,Wednesday,morning,weekday
9324,Bread,30/01/2019,7:58:00,January,Wednesday,morning,weekday
9324,Sandwich,30/01/2019,8:58:00,January,Wednesday,morning,weekday
9325,Tea,30/01/2019,9:58:00,January,Wednesday,morning,weekday
9325,Cookies,30/01/2019,10:58:00,January,Wednesday,morning,weekday
9326,Cookies,30/01/2019,11:58:00,January,Wednesday,morning,weekday
9326,Cake,30/01/2019,12:58:00,January,Wednesday,afternoon,weekday
9326,Tea,30/01/2019,13:58:00,January,Wednesday,afternoon,weekday
9327,Tea,30/01/2019,14:58:00,January,Wednesday,afternoon,weekday
9327,Coffee,30/01/2019,15:58:00,January,Wednesday,afternoon,weekday
9327,Alfajores,30/01/2019,16:58:00,January,Wednesday,afternoon,weekday
9328,Medialuna,30/01/2019,17:58:00,January,Wednesday,evening,weekday
9329,Scone,30/01/2019,18:58:00,January,Wednesday,evening,weekday
9329,Bread,30/01/2019,19:58:00,January,Wednesday,evening,weekday
9330,Tea,30/01/2019,20:58:00,January,Wednesday,evening,weekday
9330,Alfajores,30/01/2019,21:58:00,January,Wednesday,night,weekday
9330,Toast,30/01/2019,22:58:00,January,Wednesday,night,weekday
9331,Soup,30/01/2019,23:58:00,January,Wednesday,night,weekday
9331,Coffee,31/01/2019,0:58:00,January,Thursday,night,weekday
9331,Medialuna,31/01/2019,1:58:00,January,Thursday,night,weekday
9332,Tiffin,31/01/2019,2:58:00,January,Thursday,night,weekday
9332,Cookies,31/01/2019,3:58:00,January,Thursday,night,weekday
9332,Hot chocolate,31/01/2019,4:58:00,January,Thursday,night,weekday
9333,Coffee,31/01/2019,5:58:00,January,Thursday,morning,weekday
9334,Cookies,31/01/2019,6:58:00,January,Thursday,morning,weekday
9335,Alfajores,31/01/2019,7:58:00,January,Thursday,morning,weekday
9336,Bread,31/01/2019,8:58:00,January,Thursday,morning,weekday
9337,Bread,31/01/2019,9:58:00,January,Thursday,morning,weekday
9338,Tea,31/01/2019,10:58:00,January,Thursday,morning,weekday
9338,Hot chocolate,31/01/2019,11:58:00,January,Thursday,morning,weekday
9338,Cake,31/01/2019,12:58:00,January,Thursday,afternoon,weekday
9338,Salad,31/01/2019,13:58:00,January,Thursday,afternoon,weekday
9338,Coffee,31/01/2019,14:58:00,January,Thursday,afternoon,weekday
9339,Coffee,31/01/2019,15:58:00,January,Thursday,afternoon,weekday
9340,Bread,31/01/2019,16:58:00,January,Thursday,afternoon,weekday
9340,Mineral water,31/01/2019,17:58:00,January,Thursday,evening,weekday
9341,Coffee,31/01/2019,18:58:00,January,Thursday,evening,weekday
9341,Cookies,31/01/2019,19:58:00,January,Thursday,evening,weekday
9342,Coffee,31/01/2019,20:58:00,January,Thursday,evening,weekday
9342,Toast,31/01/2019,21:58:00,January,Thursday,night,weekday
9343,Cake,31/01/2019,22:58:00,January,Thursday,night,weekday
9343,Pastry,31/01/2019,23:58:00,January,Thursday,night,weekday
9344,Coffee,1/02/2019,0:58:00,February,Friday,night,weekday
9345,Coffee,1/02/2019,1:58:00,February,Friday,night,weekday
9346,Coffee,1/02/2019,2:58:00,February,Friday,night,weekday
9346,Extra Salami or Feta,1/02/2019,3:58:00,February,Friday,night,weekday
9347,Bread,1/02/2019,4:58:00,February,Friday,night,weekday
9347,Pastry,1/02/2019,5:58:00,February,Friday,morning,weekday
9348,Tea,1/02/2019,6:58:00,February,Friday,morning,weekday
9349,Coke,1/02/2019,7:58:00,February,Friday,morning,weekday
9350,Coffee,1/02/2019,8:58:00,February,Friday,morning,weekday
9351,Bread,1/02/2019,9:58:00,February,Friday,morning,weekday
9352,Coffee,1/02/2019,10:58:00,February,Friday,morning,weekday
9352,Coffee,1/02/2019,11:58:00,February,Friday,morning,weekday
9352,Pastry,1/02/2019,12:58:00,February,Friday,afternoon,weekday
9353,Coffee,1/02/2019,13:58:00,February,Friday,afternoon,weekday
9354,Coffee,1/02/2019,14:58:00,February,Friday,afternoon,weekday
9355,Coffee,1/02/2019,15:58:00,February,Friday,afternoon,weekday
9355,Coffee,1/02/2019,16:58:00,February,Friday,afternoon,weekday
9356,Bread,1/02/2019,17:58:00,February,Friday,evening,weekday
9356,Honey,1/02/2019,18:58:00,February,Friday,evening,weekday
9356,Jammie Dodgers,1/02/2019,19:58:00,February,Friday,evening,weekday
9357,Bread,1/02/2019,20:58:00,February,Friday,evening,weekday
9357,Coffee,1/02/2019,21:58:00,February,Friday,night,weekday
9357,Jammie Dodgers,1/02/2019,22:58:00,February,Friday,night,weekday
9358,Coffee,1/02/2019,23:58:00,February,Friday,night,weekday
9358,Bread,2/02/2019,0:58:00,February,Saturday,night,weekday
9358,Bread,2/02/2019,1:58:00,February,Saturday,night,weekday
9359,Pastry,2/02/2019,2:58:00,February,Saturday,night,weekday
9359,Bread,2/02/2019,3:58:00,February,Saturday,night,weekday
9360,Coffee,2/02/2019,4:58:00,February,Saturday,night,weekday
9361,Eggs,2/02/2019,5:58:00,February,Saturday,morning,weekday
9362,Bread,2/02/2019,6:58:00,February,Saturday,morning,weekday
9362,Cake,2/02/2019,7:58:00,February,Saturday,morning,weekday
9363,Coffee,2/02/2019,8:58:00,February,Saturday,morning,weekday
9364,Bread,2/02/2019,9:58:00,February,Saturday,morning,weekday
9365,Juice,2/02/2019,10:58:00,February,Saturday,morning,weekday
9365,Bread,2/02/2019,11:58:00,February,Saturday,morning,weekday
9366,Coffee,2/02/2019,12:58:00,February,Saturday,afternoon,weekday
9367,Coffee,2/02/2019,13:58:00,February,Saturday,afternoon,weekday
9368,Coffee,2/02/2019,14:58:00,February,Saturday,afternoon,weekday
9368,Extra Salami or Feta,2/02/2019,15:58:00,February,Saturday,afternoon,weekday
9369,Coffee,2/02/2019,16:58:00,February,Saturday,afternoon,weekday
9369,Coffee,2/02/2019,17:58:00,February,Saturday,evening,weekday
9369,Coffee,2/02/2019,18:58:00,February,Saturday,evening,weekday
9369,Bread,2/02/2019,19:58:00,February,Saturday,evening,weekday
9370,Coffee,2/02/2019,20:58:00,February,Saturday,evening,weekday
9371,Coffee,2/02/2019,21:58:00,February,Saturday,night,weekday
9371,Juice,2/02/2019,22:58:00,February,Saturday,night,weekday
9371,Mineral water,2/02/2019,23:58:00,February,Saturday,night,weekday
9371,Salad,3/02/2019,0:58:00,February,Sunday,night,weekday
9371,Sandwich,3/02/2019,1:58:00,February,Sunday,night,weekday
9372,Chicken Stew,3/02/2019,3:58:00,February,Sunday,night,weekday
9372,Mineral water,3/02/2019,4:58:00,February,Sunday,night,weekday
9372,Tea,3/02/2019,5:58:00,February,Sunday,morning,weekday
9373,Coffee,3/02/2019,6:58:00,February,Sunday,morning,weekday
9373,Bread,3/02/2019,7:58:00,February,Sunday,morning,weekday
9374,Coffee,3/02/2019,8:58:00,February,Sunday,morning,weekday
9374,Salad,3/02/2019,9:58:00,February,Sunday,morning,weekday
9375,Bread,3/02/2019,10:58:00,February,Sunday,morning,weekday
9376,Cookies,3/02/2019,11:58:00,February,Sunday,morning,weekday
9377,Tea,3/02/2019,12:58:00,February,Sunday,afternoon,weekday
9377,Soup,3/02/2019,13:58:00,February,Sunday,afternoon,weekday
9377,Soup,3/02/2019,14:58:00,February,Sunday,afternoon,weekday
9378,Coffee,3/02/2019,15:58:00,February,Sunday,afternoon,weekday
9378,Bread,3/02/2019,16:58:00,February,Sunday,afternoon,weekday
9378,Cake,3/02/2019,17:58:00,February,Sunday,evening,weekday
9378,Juice,3/02/2019,18:58:00,February,Sunday,evening,weekday
9378,Spanish Brunch,3/02/2019,19:58:00,February,Sunday,evening,weekday
9378,Salad,3/02/2019,20:58:00,February,Sunday,evening,weekday
9378,Extra Salami or Feta,3/02/2019,21:58:00,February,Sunday,night,weekday
9379,Coffee,3/02/2019,22:58:00,February,Sunday,night,weekday
9379,Cake,3/02/2019,23:58:00,February,Sunday,night,weekday
9380,Coffee,4/02/2019,0:58:00,February,Monday,night,weekday
9380,Cake,4/02/2019,1:58:00,February,Monday,night,weekday
9381,Bread,4/02/2019,2:58:00,February,Monday,night,weekday
9381,Soup,4/02/2019,3:58:00,February,Monday,night,weekday
9382,Coffee,4/02/2019,4:58:00,February,Monday,night,weekday
9382,Bread,4/02/2019,5:58:00,February,Monday,morning,weekday
9383,Mineral water,4/02/2019,6:58:00,February,Monday,morning,weekday
9383,Cookies,4/02/2019,7:58:00,February,Monday,morning,weekday
9384,Coffee,4/02/2019,8:58:00,February,Monday,morning,weekday
9384,Tea,4/02/2019,9:58:00,February,Monday,morning,weekday
9385,Coffee,4/02/2019,10:58:00,February,Monday,morning,weekday
9385,Baguette,4/02/2019,11:58:00,February,Monday,morning,weekday
9386,Coffee,4/02/2019,12:58:00,February,Monday,afternoon,weekday
9386,Salad,4/02/2019,13:58:00,February,Monday,afternoon,weekday
9387,Coffee,4/02/2019,14:58:00,February,Monday,afternoon,weekday
9387,Bread,4/02/2019,15:58:00,February,Monday,afternoon,weekday
9388,Coffee,4/02/2019,16:58:00,February,Monday,afternoon,weekday
9388,Tea,4/02/2019,17:58:00,February,Monday,evening,weekday
9389,Tea,4/02/2019,18:58:00,February,Monday,evening,weekday
9389,Tea,4/02/2019,19:58:00,February,Monday,evening,weekday
9389,Coffee,4/02/2019,20:58:00,February,Monday,evening,weekday
9389,Coffee,4/02/2019,21:58:00,February,Monday,night,weekday
9389,Juice,4/02/2019,22:58:00,February,Monday,night,weekday
9389,Cake,4/02/2019,23:58:00,February,Monday,night,weekday
9389,Cake,5/02/2019,0:58:00,February,Tuesday,night,weekday
9390,Coffee,5/02/2019,1:58:00,February,Tuesday,night,weekday
9390,Cake,5/02/2019,2:58:00,February,Tuesday,night,weekday
9391,Cake,5/02/2019,3:58:00,February,Tuesday,night,weekday
9391,Cake,5/02/2019,4:58:00,February,Tuesday,night,weekday
9391,Coffee,5/02/2019,5:58:00,February,Tuesday,morning,weekday
9391,Smoothies,5/02/2019,6:58:00,February,Tuesday,morning,weekday
9391,Tea,5/02/2019,7:58:00,February,Tuesday,morning,weekday
9392,Chicken Stew,5/02/2019,8:58:00,February,Tuesday,morning,weekday
9392,Tea,5/02/2019,9:58:00,February,Tuesday,morning,weekday
9393,Coffee,5/02/2019,10:58:00,February,Tuesday,morning,weekday
9394,Bread,5/02/2019,11:58:00,February,Tuesday,morning,weekday
9394,Tea,5/02/2019,12:58:00,February,Tuesday,afternoon,weekday
9395,Hot chocolate,5/02/2019,13:58:00,February,Tuesday,afternoon,weekday
9395,Bread,5/02/2019,14:58:00,February,Tuesday,afternoon,weekday
9395,Bread,5/02/2019,15:58:00,February,Tuesday,afternoon,weekday
9395,Jam,5/02/2019,16:58:00,February,Tuesday,afternoon,weekday
9395,Christmas common,5/02/2019,17:58:00,February,Tuesday,evening,weekday
9396,Coffee,5/02/2019,18:58:00,February,Tuesday,evening,weekday
9397,Coffee,5/02/2019,19:58:00,February,Tuesday,evening,weekday
9397,Coffee,5/02/2019,20:58:00,February,Tuesday,evening,weekday
9397,Bread,5/02/2019,21:58:00,February,Tuesday,night,weekday
9398,Coffee,5/02/2019,22:58:00,February,Tuesday,night,weekday
9398,Hot chocolate,5/02/2019,23:58:00,February,Tuesday,night,weekday
9398,Hot chocolate,6/02/2019,0:58:00,February,Wednesday,night,weekday
9398,Pastry,6/02/2019,1:58:00,February,Wednesday,night,weekday
9399,Tea,6/02/2019,2:58:00,February,Wednesday,night,weekday
9399,Coffee,6/02/2019,3:58:00,February,Wednesday,night,weekday
9400,Tea,6/02/2019,4:58:00,February,Wednesday,night,weekday
9401,Coffee,6/02/2019,5:58:00,February,Wednesday,morning,weekday
9401,Coffee,6/02/2019,6:58:00,February,Wednesday,morning,weekday
9401,Pastry,6/02/2019,7:58:00,February,Wednesday,morning,weekday
9401,Toast,6/02/2019,8:58:00,February,Wednesday,morning,weekday
